Time since start in ms ,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²)
234687,0.01,-0.048,10.496
234742,-0.077,-0.105,10.515
234808,-0.354,-0.326,9.127
234868,-1.044,0.594,9.328
234927,-0.306,0.479,10.831
234987,-0.661,-0.239,10.946
235048,-0.565,0.086,10.372
235107,-0.939,-0.278,10.525
235167,-0.68,-0.421,10.448
235227,-0.986,-0.718,10.343
235287,-0.575,-0.249,9.567
235347,-0.45,-0.326,10.736
235408,-0.479,-0.804,10.027
235467,-0.699,-0.469,9.28
235527,-0.498,0.268,10.046
235587,-0.086,-0.335,10.218
235647,-0.144,-0.364,9.615
235708,-1.101,-0.163,8.475
235763,-1.073,-0.469,8.198
235840,-0.383,-0.412,8.399
235888,0.01,-0.498,8.839
235947,-0.431,-0.68,9.328
236007,-0.986,-0.048,8.495
236067,-0.661,0.211,9.251
236127,-0.249,0.259,8.61
236187,-0.345,0.163,11.023
236248,-0.22,-0.105,11.128
236307,0.029,-0.115,11.942
236367,-0.479,-0.594,11.224
236423,-0.211,0.862,11.032
236487,-0.517,0.948,10.41
236548,-0.23,1.417,10.008
236607,0.23,0.622,10.314
236668,-0.086,0.824,9.433
236727,-0.613,0.737,9.28
236787,-0.316,0.45,10.008
236847,-0.383,0.201,10.889
236903,-0.402,0.259,10.295
236967,-0.393,0.498,8.523
237027,-0.278,0.833,9.586
237087,-0.029,0.278,9.395
237147,-1.188,0.278,8.657
237208,0.019,1.58,8.686
237267,-2.988,2.404,11.55
237328,0.488,0.871,10.046
237387,1.714,0.862,9.835
237447,0.412,0.546,9.337
237503,0.412,0.077,9.558
237508,0.048,0.077,9.558
237568,0.01,0.364,10.017
237628,0.642,0.996,10.084
237687,0.814,0.622,11.32
237742,1.264,0.881,9.73
237820,0.383,0.575,11.569
237884,0.182,0.555,8.849
237947,0.651,0.402,9.692
238008,0.354,1.063,11.147
238067,0.728,0.833,9.567
238127,0.881,1.082,9.462
238187,0.469,0.124,10.266
238247,1.101,-0.431,8.677
238308,1.427,0.469,9.108
238367,1.264,0.488,11.109
238427,0.316,0.469,10.094
238487,1.092,0.824,8.887
238547,0.124,0.709,10.4
238608,1.235,0.316,8.849
238668,0.824,0.393,10.266
238728,0.565,0.737,9.28
238789,0.431,0.22,11.109
238858,0.517,0.393,11.071
238927,0.527,0.211,9.855
238987,0.441,0.517,11.377
239047,0.996,0.718,8.514
239107,0.412,0.182,11.186
239167,0.785,0.929,7.91
239227,0.69,0.68,10.688
239287,0.919,0.776,8.983
239347,0.441,0.45,10.209
239407,0.785,-0.268,8.964
239467,0.555,0.326,8.887
239527,0.172,0.01,9.673
239587,0.737,0.69,9.826
239647,0.364,0.594,9.184
239707,0.575,0.105,10.755
239767,0.431,0.345,9.031
239827,0.642,0.402,11.358
239888,0.852,0.46,10.592
239948,1.207,0.441,9.606
240007,0.584,0.546,11.042
240067,0.871,0.632,9.653
240128,0.977,0.354,10.812
240188,1.274,0.584,8.485
240247,1.293,0.22,9.74
240307,1.006,0.776,9.941
240368,1.235,0.192,8.562
240427,1.762,0.402,9.51
240488,1.255,0.192,11.521
240547,1.8,0.144,8.897
240607,1.159,0.517,9.318
240668,1.283,0.622,9.931
240728,1.743,0.431,9.682
240787,2.002,0.421,9.404
240847,0.91,0.335,11.08
240908,1.59,0.297,10.171
240967,1.992,-0.048,10.333
241027,2.394,-0.508,10.793
241087,1.8,-0.45,9.175
241148,1.915,-0.575,9.117
241207,2.164,-0.555,8.677
241267,1.609,-0.555,9.998
241327,1.686,-0.488,10.238
241388,1.762,-0.326,9.414
241447,1.867,-0.402,10.113
241508,2.365,-0.249,9.433
241563,3.658,0.46,12.21
241627,1.628,0.038,10.209
241688,1.417,-0.508,8.667
241747,1.398,-0.249,10.017
241813,1.331,-0.584,9.874
241887,2.413,-0.172,8.878
241947,2.701,-0.249,8.562
242008,2.461,-0.661,11.435
242067,3.045,-0.814,8.351
242127,2.48,-0.546,10.027
242187,2.423,-0.067,9.337
242247,2.433,0.192,8.916
242307,2.614,-1.015,9.73
242368,2.624,-1.082,9.72
242428,2.107,-0.632,10.41
242488,2.078,-0.297,8.715
242547,2.212,-0.383,9.318
242607,2.394,-0.412,10.534
242667,2.155,-1.188,10.429
242727,2.595,-1.389,9.864
242787,2.768,-1.159,10.228
242848,3.045,-1.906,8.59
242907,3.074,-0.852,9.797
242967,2.883,-1.168,9.567
243027,2.72,-1.14,9.922
243087,2.701,-1.245,8.993
243147,2.911,-0.709,9.452
243207,2.72,-1.149,9.74
243267,2.998,-1.35,9.845
243328,2.883,-1.331,10.707
243387,2.634,-1.322,9.797
243448,2.567,-1.226,9.337
243507,1.973,-1.245,9.701
243567,2.356,-1.283,10.238
243627,1.935,-1.025,10.228
243687,2.174,-1.159,9.155
243747,1.676,-1.513,9.05
243818,1.944,-1.551,9.127
243887,1.628,-1.283,9.424
243948,1.647,-1.887,9.95
244008,1.207,-1.379,9.491
244067,1.063,-1.915,9.663
244127,1.073,-2.538,9.797
244187,0.757,-2.011,10.42
244247,0.843,-2.26,10.276
244307,1.437,-0.891,9.251
244368,1.686,-2.164,9.893
244428,1.896,-1.293,9.989
244487,1.082,-2.691,9.117
244548,1.743,-2.289,10.764
244608,-0.067,-1.935,9.835
244667,-0.862,-2.614,9.835
244728,1.255,-1.475,9.845
244783,1.255,-2.27,8.782
244787,0.919,-2.27,8.782
244847,0.814,-2.576,10.726
244908,0.594,-2.231,10.611
244967,0.316,-1.887,9.433
245025,0.69,-1.647,10.496
245088,0.115,-1.532,10.046
245147,0.479,-1.867,10.496
245207,0.316,-1.36,10.64
245267,0.211,-0.891,9.376
245328,0.201,-0.785,9.615
245383,0.201,-0.939,10.391
245388,0.632,-0.939,10.391
245443,-0.077,-0.718,9.845
245507,0.431,-1.877,9.347
245567,2.653,1.829,12.632
245627,1.034,2.107,10.745
245687,0.048,1.609,10.87
245748,-0.163,1.762,8.322
245819,1.13,-0.029,9.261
245867,-0.565,1.925,10.879
245924,0.469,2.624,9.807
245987,0.651,2.902,9.653
246047,0.46,3.534,9.05
246108,0.565,2.567,10.764
246168,0.603,3.084,9.778
246223,-0.182,3.572,10.285
246288,0.326,3.275,10.046
246348,0.441,3.907,10.879
246407,0.479,4.52,9.989
246468,0.699,4.444,10.563
246527,0.393,4.329,10.649
246588,0.287,4.357,10.199
246647,0.038,4.673,8.619
246707,-0.067,4.405,8.657
246767,-0.91,3.687,8.916
246828,-0.239,4.271,10.017
246887,-0.709,4.31,9.136
246947,-1.331,4.204,7.977
247003,-0.412,4.3,9.807
247068,-0.9,4.156,8.724
247128,-1.111,4.367,8.983
247187,-0.259,3.869,8.897
247247,-0.651,3.725,9.644
247308,-0.948,4.262,9.146
247367,-1.274,4.424,9.117
247427,-0.814,4.051,10.008
247487,-0.699,4.051,11.176
247548,-0.402,3.831,10.908
247607,-0.546,3.524,10.889
247668,-0.536,3.333,10.257
247724,-0.584,3.716,10.343
247787,-1.111,3.505,10.429
247848,-1.12,3.074,11.349
247907,-1.159,2.538,11.636
247967,-1.551,2.519,11.578
248027,-1.073,2.298,10.621
248088,-1.417,1.705,11.492
248147,-1.571,1.475,12.239
248203,-1.571,0.479,11.492
248207,-1.264,0.479,11.492
248268,-1.35,-0.163,11.732
248330,-1.149,-0.584,10.946
248387,-1.494,-0.278,11.147
248447,-1.571,-0.316,10.084
248507,-2.164,-0.479,10.515
248567,-2.222,-1.264,10.592
248628,-2.136,-1.149,10.573
248688,-1.695,-1.159,9.749
248747,-1.417,0.115,9.203
248808,-1.073,-0.632,9.787
248863,-0.613,-0.354,12.373
248927,-0.632,-2.71,13.369
248987,-1.437,-1.973,11.454
249048,-2.203,-1.465,9.73
249108,-2.241,-0.862,8.763
249167,-1.513,-1.523,9.443
249227,-1.618,-1.398,10.391
249288,-0.824,-1.446,9.807
249347,-1.159,-1.686,9.539
249408,-1.446,-1.149,9.299
249468,-0.757,-1.053,9.376
249528,-1.484,-1.417,9.443
249587,-3.448,-1.733,8.562
249647,-1.379,-2.107,7.049
249707,-2.059,-1.695,10.41
249768,-0.575,-1.523,10.918
249828,-1.216,-1.235,11.368
249888,-1.532,-2.049,9.127
249947,-1.255,-0.393,9.433
250008,-1.887,-0.862,10.017
250068,-2.251,-1.188,9.462
250127,-1.159,-0.67,9.778
250188,-1.705,-0.9,9.5
250247,-1.532,-0.69,9.893
250307,-1.475,-1.322,10.257
250363,-1.149,-0.891,10.573
250427,-2.452,-1.437,9.586
250488,-1.274,-0.737,9.883
250548,-1.504,-0.795,8.83
250608,-2.394,-1.13,9.998
250668,-1.408,-0.345,10.132
250727,-1.867,-1.369,9.989
250783,-1.867,-1.101,10.324
250787,-2.5,-1.101,10.324
250847,-2.231,-0.766,9.931
250907,-1.446,-0.105,9.309
250968,-1.954,-0.594,9.165
251027,-1.465,-0.163,9.337
251087,-2.011,-1.168,9.73
251147,-1.877,-0.747,8.973
251207,-1.197,-0.622,8.897
251268,-2.03,-0.661,9.041
251328,-1.264,-1.532,9.529
251387,-1.867,-0.91,9.73
251447,-1.666,-1.015,10.075
251508,-0.584,-0.651,11.186
251567,-1.753,-0.747,10.19
251627,-1.542,-0.354,10.63
251688,-1.628,-0.508,10.276
251747,-4.032,-2.164,8.466
251810,-1.207,-0.881,8.648
251868,-1.743,-0.134,8.399
251927,-2.595,-0.335,8.543
251988,-2.155,-0.45,7.202
252048,-1.35,-1.341,7.163
252107,-1.695,-0.23,9.529
252168,-1.839,-0.757,8.14
252227,-1.073,-0.508,9.931
252287,-0.469,-0.871,9.835
252347,-2.682,-1.188,9.433
252407,-0.728,-1.283,10.209
252467,-2.212,-0.144,8.849
252523,-2.212,-0.345,8.016
252527,-2.116,-0.345,8.016
252588,-2.605,0.096,9.615
252648,-1.168,-1.475,8.792
252708,-1.887,-1.676,9.96
252767,-2.126,0.297,10.266
252845,-1.446,-0.048,7.652
252907,-0.881,-0.996,8.447
252968,-1.111,-0.335,10.554
253027,-1.484,-1.149,9.424
253083,-0.718,-0.46,11.061
253148,-1.532,-0.69,10.41
253207,-1.714,-0.91,9.893
253268,-1.628,-0.383,9.548
253328,-1.686,-0.728,8.121
253387,-1.791,-0.383,8.945
253448,-1.982,-0.421,9.902
253507,-1.877,-0.259,8.341
253567,-1.35,-0.306,8.332
253627,-2.461,-0.45,8.993
253688,-1.35,-0.163,9.165
253748,-2.184,-1.034,11.665
253808,-1.456,-0.584,10.803
253867,-1.389,0.057,10.544
253928,-1.877,-0.22,9.855
253988,-0.939,-0.555,10.544
254047,-1.446,-0.555,10.247
254107,-2.519,-0.249,8.667
254167,-1.427,-0.105,10.324
254223,-1.935,-0.192,9.845
254283,-1.935,-0.603,10.314
254288,-1.14,-0.603,10.314
254347,-1.14,-0.69,10.199
254408,-1.417,-0.364,10.238
254467,-1.475,0.287,9.998
254528,-1.638,-0.182,10.065
254588,-1.551,-0.517,10.774
254648,-1.609,-1.006,10.027
254707,-1.82,-0.69,9.347
254768,-1.753,-0.297,9.96
254833,-1.944,-0.488,9.471
254888,-1.082,-0.613,10.755
254947,-0.795,-0.278,9.433
255007,-1.36,-0.373,9.625
255068,-1.906,-0.153,8.859
255128,-2.116,-0.297,8.753
255187,-1.216,-0.373,10.506
255247,-1.523,0.306,9.835
255308,-1.063,0.048,9.491
255368,-1.906,0.278,9.749
255427,-2.059,-0.096,8.782
255487,-1.705,-0.077,9.347
255547,-1.188,-0.335,10.64
255607,-1.216,-0.393,10.036
255668,-1.264,0.029,9.242
255723,-1.264,0.326,9.548
255727,-1.705,0.326,9.548
255788,-1.427,0.622,9.433
255845,-1.207,0.967,8.954
255907,-1.571,0.393,9.414
255967,-1.676,0.67,9.653
256028,-1.561,0.335,10.094
256087,-1.322,0.824,10.774
256147,-1.542,0.68,10.697
256208,-1.446,1.015,10.697
256267,-1.542,0.354,9.74
256328,-1.781,-0.153,9.184
256387,-1.686,-0.019,9.175
256447,-1.484,0.01,9.682
256508,-1.724,-0.163,8.887
256568,-1.475,-0.469,8.801
256628,-1.695,-0.575,8.552
256683,-1.887,-0.852,9.462
256747,-0.546,-0.383,9.127
256810,-1.427,0.201,9.184
256867,-1.772,0.268,10.228
256927,-1.331,-0.038,10.458
256983,-1.331,0.019,8.772
256987,-1.255,0.019,8.772
257048,-1.149,0.153,9.462
257108,-1.417,-0.584,10.036
257168,-1.59,-0.306,10.094
257228,-1.571,0.192,8.887
257288,-1.743,-0.096,10.075
257347,-1.887,-0.077,9.443
257408,-1.417,0.105,9.414
257468,-1.456,0.306,9.72
257528,-1.484,0.0,9.797
257588,-1.599,-0.048,9.807
257648,-1.724,0.172,8.993
257707,-2.002,0.431,9.692
257767,-1.341,0.077,9.309
257826,-1.446,0.412,9.596
257888,-1.312,0.45,8.657
257948,-1.791,0.172,9.998
258007,-1.475,0.402,9.194
258068,-1.006,0.613,9.874
258128,-1.226,0.632,9.567
258187,-1.81,0.622,10.036
258247,-0.986,0.632,9.969
258307,-1.724,1.044,9.759
258368,-1.35,0.67,9.644
258428,-1.571,0.555,9.433
258488,-1.484,0.46,8.849
258548,-0.948,1.705,10.573
258608,-1.867,1.341,9.759
258667,-1.647,1.188,12.009
258723,-0.316,1.398,10.18
258787,-2.107,2.059,10.18
258847,-1.369,1.839,7.585
258907,-0.958,1.484,9.692
258968,-1.188,1.053,9.06
259027,-1.657,1.369,9.175
259088,-1.475,1.456,9.701
259147,-1.216,0.766,9.864
259208,-1.551,1.015,10.429
259267,-1.226,1.149,10.764
259327,-1.389,0.967,10.563
259388,-0.862,1.073,9.73
259443,-1.36,1.312,10.697
259507,-1.609,0.766,9.912
259567,-0.824,0.757,10.008
259628,-1.599,0.757,9.328
259688,-1.408,1.025,9.108
259743,-1.245,1.006,9.376
259807,-1.369,0.575,9.309
259867,-0.833,1.178,9.922
259927,-1.762,0.508,9.787
259987,-1.178,0.996,9.395
260047,-1.149,0.785,9.835
260107,-1.963,0.488,8.724
260163,-1.963,0.153,10.218
260167,-1.561,0.153,10.218
260228,-1.36,0.431,9.002
260288,-1.379,0.393,10.324
260347,-1.657,0.555,8.064
260408,-0.737,1.034,9.673
260467,-1.149,0.603,8.313
260527,-1.092,0.833,10.266
260587,-1.781,0.412,8.657
260647,-1.274,0.373,9.529
260708,-1.168,-0.22,10.18
260768,-1.686,0.335,10.946
260823,-1.686,0.134,10.151
260827,-1.35,0.134,10.151
260887,-1.599,-0.383,10.487
260948,-0.421,-0.048,9.673
261007,-1.657,0.287,10.774
261067,-2.251,0.096,9.27
261128,-1.427,0.287,10.688
261187,-1.274,1.015,9.395
261247,-1.437,0.91,9.414
261308,-1.523,0.383,9.175
261368,-1.427,0.469,8.926
261428,-1.331,1.082,10.305
261488,-1.101,0.699,10.86
261547,-0.804,0.584,11.291
261608,-1.513,-0.105,10.755
261668,-1.551,0.057,9.902
261728,-1.226,1.283,9.27
261785,-1.015,1.532,9.28
261847,-1.264,0.795,9.922
261908,-1.551,0.345,9.012
261968,-2.021,-0.211,8.341
262027,-1.542,0.479,9.395
262087,-0.402,0.45,10.142
262147,-1.341,-0.057,9.194
262207,-1.839,-0.115,10.678
262267,-2.279,-0.105,9.835
262328,-1.475,-0.038,9.462
262388,-1.599,0.575,11.004
262448,-1.877,0.699,8.964
262507,-1.647,-1.025,9.529
262567,-1.609,-0.527,9.519
262628,-1.676,-0.555,8.926
262688,-1.255,-0.144,8.839
262748,-1.389,-0.354,9.845
262811,-0.766,0.297,9.922
262888,-1.561,-0.354,9.941
262947,-1.542,1.082,10.18
263008,-1.168,1.638,10.123
263068,-1.073,0.402,8.859
263127,-1.264,-0.757,8.504
263183,-1.8,0.986,7.987
263247,-1.733,0.249,9.136
263308,-0.737,-0.709,8.878
263367,-0.881,0.642,10.008
263428,-0.728,0.565,10.898
263488,-1.178,0.278,9.002
263548,-1.848,1.446,10.228
263603,-0.852,1.437,10.228
263667,-0.718,1.197,10.726
263728,-1.437,1.216,10.362
263788,-1.369,1.149,9.481
263848,-1.59,0.814,9.701
263907,-1.8,-0.517,8.437
263968,-1.274,0.153,9.481
264027,-1.063,-0.278,9.653
264088,-1.025,0.412,10.372
264147,-0.278,0.546,10.515
264208,-1.389,-0.038,10.467
264263,-1.389,0.182,10.812
264268,-0.259,0.182,10.812
264323,-0.259,-0.067,9.452
264327,-1.944,-0.067,9.452
264387,-1.944,0.124,9.318
264447,-2.308,0.431,8.514
264508,-1.542,-0.393,8.973
264567,-1.073,0.373,9.433
264628,-0.603,0.134,9.27
264687,-1.159,0.086,9.5
264743,-1.398,0.259,8.064
264803,-1.628,-0.057,9.117
264867,-1.647,-0.278,8.667
264928,-1.484,-0.747,9.931
264987,-1.302,-0.172,10.18
265047,-1.197,-0.239,9.28
265107,-1.408,0.239,9.395
265168,-0.919,0.124,9.893
265228,-1.618,-0.412,9.462
265287,-1.542,0.239,9.778
265347,-1.724,-0.057,8.638
265407,-1.714,-0.124,8.696
265468,-1.791,0.057,9.079
265523,-1.791,0.22,8.61
265527,-0.804,0.22,8.61
265588,-0.297,0.192,9.357
265647,-0.373,-0.115,9.002
265708,-0.804,0.69,10.353
265768,-1.197,0.536,9.51
265854,-1.331,-0.584,9.615
265928,0.019,0.153,8.188
265988,-1.216,0.278,9.72
266047,-1.408,-0.393,9.519
266107,-1.743,0.182,9.27
266168,-2.193,0.335,8.552
266227,-1.101,0.565,10.209
266287,-0.785,0.316,11.023
266347,-1.484,0.479,8.581
266407,-1.111,0.546,8.59
266467,-1.494,0.776,9.366
266528,-0.431,0.345,9.778
266587,-1.59,0.067,9.615
266648,-0.412,0.038,9.606
266708,-1.14,-0.316,9.778
266763,-1.504,0.077,9.299
266827,-1.456,0.163,9.653
266887,-0.651,0.153,7.192
266948,-0.958,0.891,8.073
267008,-0.824,0.412,8.82
267067,-1.14,0.431,10.266
267127,-1.073,0.402,9.318
267188,-1.753,0.019,8.456
267247,-1.006,0.383,9.29
267303,-1.35,0.134,10.247
267368,-0.9,0.326,9.376
267427,-0.862,0.613,10.218
267488,-1.542,0.077,9.347
267548,-1.073,0.421,9.855
267608,-1.082,0.977,9.213
267663,-0.986,0.632,9.069
267728,-0.728,-0.268,8.581
267783,-0.747,0.584,10.755
267849,-0.785,0.163,9.893
267907,-0.891,0.211,9.385
267968,-2.078,-0.211,9.864
268027,-1.408,0.891,8.38
268088,-1.283,0.632,10.209
268148,-0.862,-0.259,8.188
268207,-0.565,-0.402,9.079
268268,-1.331,-0.699,8.782
268323,-0.259,-0.67,9.424
268387,-1.025,-0.393,9.567
268443,-0.124,0.603,11.77
268507,-1.753,2.835,9.73
268568,-1.465,1.35,8.619
268627,0.0,0.067,6.311
268688,-2.796,-0.057,12.536
268747,-0.172,-0.393,8.523
268803,-1.762,0.124,5.813
268867,-0.326,-1.034,8.782
268927,-0.871,-0.977,8.906
268988,-0.354,0.192,10.918
269047,-0.622,0.469,10.295
269108,-1.686,0.508,9.5
269168,-1.312,0.067,10.736
269227,-0.958,0.776,9.357
269287,-1.149,0.278,9.701
269348,-1.906,0.335,10.372
269407,-1.274,-0.086,9.242
269468,-0.575,-0.096,8.792
269527,-0.757,0.268,10.458
269587,-0.824,0.01,9.548
269643,-1.484,-0.498,9.663
269708,-1.015,0.508,9.692
269767,-0.986,0.306,8.6
269833,-0.603,1.053,8.265
269907,-0.546,0.642,9.27
269967,-0.469,0.919,9.615
270027,-1.14,0.527,9.232
270087,-1.101,0.46,9.845
270143,-0.287,0.259,10.812
270207,0.153,0.201,10.42
270263,-0.278,0.364,8.284
270327,-0.45,-0.211,9.309
270387,-1.475,0.259,10.688
270448,-0.22,-0.086,8.466
270508,-1.781,0.134,7.843
270568,-0.45,0.766,8.064
270627,-1.216,0.412,9.989
270687,-0.259,-0.259,8.15
270748,-1.006,0.268,9.155
270803,-0.939,0.077,9.462
270867,-0.958,0.326,9.002
270928,-0.163,0.709,9.816
270987,-0.785,0.594,10.439
271047,-1.302,-0.019,9.72
271103,-1.216,0.373,9.203
271167,-1.159,0.393,8.724
271228,-0.699,0.249,10.42
271287,-1.197,0.393,9.778
271348,-0.728,0.153,9.404
271408,-1.523,-0.029,9.539
271468,-1.197,0.488,8.686
271527,-0.412,0.172,9.414
271583,-0.345,0.402,9.586
271647,-0.881,0.421,9.347
271707,-1.599,0.297,9.5
271767,-1.408,0.163,8.255
271827,-0.852,0.172,8.983
271887,-0.402,1.053,9.29
271948,-0.306,1.168,9.002
272007,-0.546,0.68,10.333
272068,-0.91,1.542,10.123
272128,-1.015,0.986,9.146
272187,-1.628,1.13,9.232
272247,-0.795,1.341,9.136
272303,-0.345,1.293,10.094
272368,-0.862,2.251,10.123
272428,-0.986,1.81,11.665
272483,-1.513,0.488,10.075
272547,-0.594,1.877,10.266
272607,-0.977,2.825,10.295
272668,-1.015,2.078,10.506
272727,-0.144,1.973,9.768
272788,-0.843,2.346,10.353
272847,-0.939,2.471,9.213
272907,-0.115,2.078,10.573
272967,-0.757,1.676,10.295
273027,-1.034,1.618,9.625
273087,-0.488,2.308,10.841
273147,-1.178,1.896,10.477
273208,-1.101,2.595,10.975
273263,-1.101,2.595,7.834
273267,-0.594,2.251,7.834
273328,-0.565,1.216,7.374
273383,-0.565,1.59,9.826
273388,-1.58,1.59,9.826
273448,-0.498,2.164,9.567
273507,-0.996,3.132,8.897
273567,-1.044,2.605,8.504
273627,-0.632,2.337,9.711
273687,-0.795,1.963,9.27
273747,-0.622,1.063,9.318
273807,-1.408,2.049,10.774
273868,-1.245,2.231,9.146
273927,-0.575,1.753,10.171
273988,-0.508,1.992,9.261
274047,-0.326,1.695,10.372
274108,-0.661,0.967,10.199
274167,-1.092,1.532,10.496
274227,-0.661,1.398,10.582
274287,-0.259,0.843,10.381
274348,-0.919,0.757,10.171
274408,-1.226,0.929,8.916
274467,-1.197,1.178,9.261
274528,-0.814,0.316,9.443
274588,-0.412,0.843,9.5
274647,-1.111,1.331,10.946
274708,-0.546,0.46,9.893
274768,-1.025,0.517,9.328
274832,-1.12,0.354,10.324
274907,-0.661,0.402,9.615
274967,-0.881,0.776,8.38
275027,-0.594,0.565,9.644
275087,-0.919,0.364,10.295
275147,-0.354,0.795,9.05
275208,-1.245,0.326,9.701
275267,-0.977,-0.23,9.481
275327,-0.766,-0.124,8.849
275388,-0.814,-0.096,9.615
275447,-1.111,0.0,7.719
275508,-1.293,-0.019,9.366
275568,-1.264,-0.22,9.481
275628,-0.699,0.057,8.906
275688,-0.804,0.086,10.056
275747,-0.757,0.115,9.989
275808,-0.804,0.259,11.416
275868,-0.469,0.287,11.722
275928,-0.824,0.124,10.515
275987,-0.67,0.268,11.521
276047,-1.245,0.038,10.247
276107,-1.13,-0.335,9.816
276163,-1.561,-0.048,9.491
276227,-0.919,-0.431,10.027
276287,-1.092,-0.67,9.357
276347,-0.441,0.335,9.203
276407,-0.709,0.211,8.926
276467,-0.565,-0.268,9.998
276528,-0.891,0.278,9.06
276588,-0.986,0.326,9.136
276647,-1.245,0.01,10.161
276707,-0.383,-0.163,10.257
276767,-0.891,0.421,9.548
276830,-1.35,0.105,11.013
276887,-0.948,0.0,9.404
276947,-1.255,-0.105,9.615
277007,-1.025,0.153,8.753
277068,-1.59,0.153,8.973
277127,-1.149,0.469,10.19
277188,-1.293,0.364,9.222
277247,-0.632,0.096,8.744
277307,-0.804,0.383,9.749
277368,-0.833,1.015,9.366
277427,-0.785,0.958,9.893
277488,-1.542,0.747,10.707
277543,-0.833,0.603,10.822
277603,-1.417,0.306,9.357
277668,-0.785,0.259,9.912
277727,-1.59,-0.354,10.017
277787,-0.642,0.134,9.318
277848,-0.891,-0.048,9.443
277907,-0.709,-0.565,8.973
277967,-0.421,0.0,9.385
278027,-1.111,0.163,10.314
278087,-0.594,0.22,10.985
278147,-0.68,0.316,10.496
278208,-1.034,-0.105,10.372
278268,-1.168,-0.201,10.534
278327,-0.9,0.029,10.056
278388,-0.919,0.345,9.615
278448,-0.057,0.029,8.581
278503,-0.891,0.249,10.228
278568,-0.919,0.364,9.74
278627,-1.053,-0.153,9.778
278688,-0.69,-0.144,10.506
278747,-0.67,0.278,9.615
278812,-1.053,-0.115,8.016
278867,-1.571,-0.22,9.213
278924,-1.427,0.105,9.203
278993,-1.12,0.393,8.859
279047,-0.479,0.402,8.485
279108,-0.852,0.91,8.485
279168,-1.063,0.326,9.539
279227,-0.469,0.345,11.559
279287,-0.843,0.479,9.529
279348,-0.977,-0.316,9.567
279408,-0.508,-0.354,9.95
279463,-0.508,-0.326,11.31
279467,-1.092,-0.326,11.31
279528,-0.958,-0.431,9.807
279587,-1.341,-0.383,10.266
279647,-1.561,-0.259,8.964
279707,-0.939,0.182,8.973
279768,-0.479,0.077,8.629
279828,0.441,-0.939,9.778
279888,-1.159,-0.479,10.946
279948,-0.364,-0.01,8.543
280008,-0.651,0.297,11.406
280068,-0.546,0.067,11.358
280128,-0.852,-0.192,10.573
280187,-1.36,0.335,9.194
280247,-1.188,-0.144,9.117
280307,-1.063,0.086,9.826
280367,-1.36,-0.019,9.357
280428,-1.159,-0.22,9.002
280488,-0.977,-0.268,10.123
280547,-0.479,0.172,10.678
280607,-0.555,-0.373,10.218
280668,-0.862,-0.22,10.343
280727,-0.986,-0.517,10.774
280787,-0.757,-0.249,9.203
280848,-0.45,-0.115,9.51
280907,-0.824,-0.622,10.448
280967,-0.651,-0.144,9.759
281027,-0.766,0.105,10.985
281087,0.201,0.373,9.519
281148,-0.929,-0.192,11.023
281208,-0.613,0.383,10.783
281268,-1.101,0.575,10.381
281323,-0.613,-0.249,10.42
281388,-0.709,0.364,9.912
281447,-1.226,0.881,8.878
281508,-1.13,0.46,10.362
281568,-1.101,0.259,9.692
281628,-1.025,0.22,8.619
281687,-1.073,0.192,8.973
281743,-1.111,-0.029,9.797
281807,-0.575,0.603,8.504
281867,-0.929,-0.182,9.96
281923,0.01,0.01,9.213
281988,-0.124,0.699,9.184
282047,-0.383,1.12,9.424
282107,-0.412,0.699,9.519
282167,-0.316,0.603,8.475
282228,0.383,0.441,9.031
282288,0.163,0.335,8.581
282348,0.163,0.584,9.433
282408,0.603,0.479,9.404
282468,0.278,0.603,8.724
282527,0.469,0.373,10.831
282588,0.891,0.69,8.6
282643,0.172,1.063,9.433
282707,0.297,1.063,8.734
282768,0.345,0.163,8.926
282833,0.766,0.421,7.412
282908,0.383,0.996,8.447
282968,1.12,0.479,8.772
283027,0.622,0.728,10.151
283088,1.207,1.331,9.261
283147,0.373,0.852,10.525
283207,-0.124,0.345,8.916
283267,0.096,-0.22,7.728
283328,0.479,0.306,10.697
283384,1.417,0.431,9.615
283443,1.322,0.057,10.458
283507,1.599,-0.45,9.902
283567,1.599,-0.354,10.065
283623,1.81,-0.278,9.615
283688,1.561,0.153,10.563
283743,1.561,-0.029,10.908
283748,1.915,-0.029,10.908
283807,1.599,-0.527,9.05
283867,1.188,-1.082,10.64
283927,1.475,-0.958,10.036
283987,1.762,-0.967,9.931
284047,2.423,-0.929,9.778
284107,1.906,-0.661,10.18
284167,1.417,-0.699,8.906
284227,1.379,-0.45,10.343
284287,1.82,-0.565,8.581
284348,1.954,-1.245,10.113
284408,0.881,-1.101,10.218
284468,1.226,-1.35,8.236
284523,1.226,-1.35,8.878
284528,2.126,-0.824,8.878
284587,2.174,-0.795,8.983
284648,2.825,-0.871,11.004
284708,1.628,-1.456,10.563
284767,0.939,-2.097,9.759
284824,1.8,-2.346,9.357
284888,1.092,-2.298,10.563
284947,1.542,-2.298,8.839
285007,2.164,-1.982,9.05
285068,1.963,-0.91,9.922
285127,2.26,-0.661,10.084
285188,2.452,-0.335,11.195
285248,2.241,-0.393,9.883
285307,1.427,-1.044,9.471
285367,1.168,-1.647,8.59
