Time since start in ms ,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²)
99998,-3.218,-0.9,8.657
100058,-2.614,-0.45,9.711
100117,-2.27,-1.389,9.615
100177,-1.551,-1.101,10.803
100233,-2.701,-0.91,10.343
100292,-3.132,-0.728,9.27
100353,-3.476,-1.36,9.95
100413,-3.132,-1.369,9.05
100477,-3.084,-0.622,10.075
100533,-2.413,-1.389,8.006
100597,-3.381,-1.925,11.071
100658,-3.247,-1.456,11.674
100712,-3.438,-1.293,10.084
100789,-2.337,0.546,12.421
100837,-3.591,-1.082,8.035
100893,-3.563,-1.417,7.843
100957,-2.844,-1.312,10.305
101017,-3.026,-2.174,7.623
101077,-2.806,-1.015,8.552
101137,-2.471,-1.781,5.44
101193,-2.471,-1.36,9.807
101197,-2.825,-1.36,9.807
101257,-3.764,-2.222,11.454
101317,-2.873,-1.504,11.636
101378,-2.682,-0.728,11.08
101438,-2.739,-1.331,9.491
101498,-3.074,-1.753,12.028
101553,-2.586,-1.015,11.55
101618,-2.729,-1.398,9.567
101677,-2.816,-1.992,11.799
101738,-1.925,-1.302,7.824
101802,-2.825,-1.293,8.916
101853,-2.94,-1.753,9.175
101917,-2.653,-2.164,8.811
101973,-0.958,-2.136,12.871
102037,-3.247,-1.791,8.552
102097,-3.017,-2.251,10.42
102157,-1.695,-1.992,10.161
102217,-2.547,-1.628,8.045
102278,-2.988,-2.27,9.155
102337,-2.049,-1.954,9.979
102397,-3.304,-2.212,9.989
102457,-2.605,-1.915,10.448
102517,-2.816,-1.523,8.638
102578,-2.729,-2.184,8.772
102637,-2.356,-2.049,10.084
102697,-1.475,-2.116,8.868
102758,-2.595,-1.935,9.414
102817,-3.036,-1.695,9.519
102877,-1.245,-1.302,10.985
102937,-2.634,-1.494,9.452
102997,-2.365,-1.14,9.615
103053,-2.365,-1.82,11.76
103058,-1.561,-1.82,11.76
103117,-2.806,-1.58,9.232
103177,-1.753,-1.772,10.305
103237,-2.241,-1.58,9.452
103298,-3.361,-1.13,8.859
103352,-2.394,-1.331,11.732
103417,-2.298,-1.475,9.232
103477,-2.088,-1.628,9.969
103538,-2.72,-1.302,8.102
103598,-2.002,-1.188,10.132
103657,-2.72,0.019,10.094
103718,-3.179,-0.891,9.625
103778,-2.279,-0.891,8.696
103833,-2.931,-1.398,9.395
103893,-2.72,-1.216,9.577
103957,-3.218,-1.226,9.385
104017,-2.116,-0.555,8.504
104078,-2.126,0.153,8.983
104133,-2.71,-0.297,7.479
104193,-2.433,-0.661,9.328
104257,-2.231,0.105,8.437
104322,-3.084,-0.9,9.663
104378,-2.059,-0.067,11.339
104438,-2.279,-1.781,8.073
104498,-2.959,-0.948,9.347
104557,-3.199,0.077,10.918
104617,-3.065,0.306,9.079
104677,-4.137,-0.575,7.575
104738,-2.911,-1.053,9.309
104798,-2.375,-0.795,10.649
104857,-2.5,-0.316,10.602
104918,-2.806,0.211,8.226
104977,-2.844,-0.479,9.596
105037,-3.438,-0.412,8.638
105098,-3.725,-0.757,8.82
105157,-2.461,-0.201,10.707
105217,-3.208,0.249,10.065
105277,-2.969,-0.096,9.261
105333,-1.417,0.498,10.879
105398,-2.576,0.709,8.341
105457,-2.298,-0.393,10.285
105517,-2.193,-0.306,10.18
105578,-0.862,0.278,9.395
105647,-3.563,0.335,9.96
105718,-2.394,1.14,11.281
105789,-2.145,0.105,8.782
105838,-1.915,0.45,9.759
105897,-1.743,0.479,10.515
105958,-0.747,-0.335,11.444
106017,-1.034,1.379,9.625
106077,-0.479,0.68,10.898
106137,-1.331,1.216,9.098
106197,-0.22,1.618,11.071
106253,-1.35,1.666,9.184
106313,-1.35,2.03,11.042
106318,-0.431,2.03,11.042
106377,-0.613,1.992,11.004
106438,-1.925,0.91,10.458
106497,0.278,1.925,11.339
106553,-1.168,1.312,7.661
106613,-1.168,1.312,9.567
106618,0.651,1.714,9.567
106677,-0.852,1.925,10.803
106737,-1.053,1.906,10.008
106806,-0.259,2.088,9.404
106878,-1.245,1.743,9.979
106937,-1.293,1.484,8.389
106993,-1.772,3.141,10.18
107057,-0.048,1.312,12.957
107117,-2.04,-0.144,14.528
107177,-1.494,-0.536,14.04
107238,-1.082,-0.172,12.574
107297,-0.354,0.986,9.701
107358,-1.168,0.373,9.931
107418,0.077,-1.207,12.479
107477,-1.733,-1.006,10.879
107538,-0.843,-1.982,11.914
107598,-0.603,-3.294,11.578
107658,-1.13,-3.39,10.563
107717,-0.881,-3.563,11.856
107777,-1.551,-3.668,7.02
107838,0.0,-3.476,9.586
107897,-0.239,-1.973,10.276
107953,-0.124,-1.647,12.574
108017,-0.364,-3.208,10.774
108077,-0.737,-2.978,9.931
108137,-0.718,-3.994,10.64
108198,-0.929,-3.994,10.017
108253,-0.929,-2.26,10.477
108257,-0.278,-2.26,10.477
108318,-0.249,-3.285,8.504
108377,-0.383,-3.907,9.96
108437,-0.699,-4.348,10.985
108498,-0.565,-3.802,9.902
108553,-0.642,-3.323,11.396
108613,-0.642,-3.352,9.462
108618,-0.603,-3.352,9.462
108677,-0.527,-3.256,9.74
108737,-0.019,-3.553,10.716
108798,0.105,-3.036,9.711
108857,-0.192,-3.199,9.539
108918,-0.192,-3.764,9.558
108983,0.029,-3.687,9.385
109038,-0.067,-4.061,8.878
109098,0.201,-3.524,9.165
109158,0.517,-3.17,9.941
109213,0.192,-3.553,10.937
109273,0.45,-3.352,9.625
109338,0.565,-4.367,10.228
109398,0.632,-4.52,11.052
109457,1.235,-3.984,9.768
109518,1.063,-4.549,9.213
109572,1.063,-3.974,9.931
109577,0.737,-3.974,9.931
109633,0.469,-4.683,10.381
109698,0.373,-3.448,9.692
109758,0.287,-3.572,10.084
109817,0.46,-3.381,11.847
109873,0.0,-3.524,10.803
109937,0.709,-3.61,10.592
109997,1.111,-3.496,9.902
110053,1.053,-3.304,8.782
110113,1.417,-3.093,8.514
110177,1.475,-3.314,8.629
110237,1.542,-2.586,8.303
110298,1.446,-2.643,8.418
110358,1.207,-2.26,8.408
110418,1.101,-2.164,8.332
110478,1.034,-1.705,8.418
110542,1.14,-1.369,8.811
110598,0.891,-0.709,9.529
110657,0.613,-0.594,10.391
110724,0.613,-0.536,10.515
110781,0.747,0.086,10.295
110838,0.575,0.23,9.835
110893,0.651,0.622,9.136
110958,0.948,0.469,9.989
111013,1.36,0.144,8.581
111077,1.235,0.546,8.916
111138,1.034,0.613,9.835
111193,0.91,-0.383,11.243
111253,0.91,0.23,11.416
111257,0.441,0.23,11.416
111318,0.613,-0.077,10.707
111377,0.881,-0.172,10.918
111437,1.255,-0.029,10.161
111497,1.398,-0.077,9.567
111558,0.948,0.22,10.544
111618,0.555,0.0,10.889
111677,0.804,-0.153,10.898
111738,1.14,0.134,10.592
111797,1.465,0.211,9.184
111857,1.369,0.182,8.6
111913,0.278,0.048,9.615
111978,0.259,-0.172,11.109
112033,1.025,0.316,9.749
112093,0.699,0.172,9.309
112158,0.163,0.441,9.663
112223,0.354,0.038,11.329
112297,1.427,-0.354,9.088
112358,0.354,-0.211,9.634
112418,1.149,0.096,9.615
112477,0.824,0.441,10.036
112537,1.274,0.115,9.213
112597,0.852,-0.632,10.381
112657,1.14,0.077,10.295
112718,1.034,0.124,9.491
112777,0.086,0.508,10.707
112837,0.115,0.163,10.736
112897,0.498,-0.01,10.343
112953,0.086,0.038,10.161
113017,-0.105,0.115,11.119
113077,0.316,0.019,10.18
113138,0.776,-0.517,9.912
113197,0.68,-0.105,9.079
113257,0.651,-0.038,9.424
113317,0.469,-0.124,9.414
113377,0.795,-0.249,9.682
113438,-0.086,0.383,10.937
113504,0.469,-0.01,10.343
113553,0.852,-0.134,9.711
113617,0.211,0.297,9.673
113677,0.45,-0.642,9.452
113740,0.421,-0.029,9.969
113802,0.172,0.421,10.458
113853,1.264,-0.622,8.255
113913,0.613,-0.057,9.203
113977,-0.144,0.412,10.956
114037,1.178,-0.737,9.309
114097,1.149,-0.124,8.705
114153,0.603,0.134,10.343
114217,0.508,-0.105,9.807
114273,0.0,-0.096,9.309
114333,0.0,-0.172,10.803
114337,-0.603,-0.172,10.803
114397,0.632,-0.077,9.194
114457,0.393,-0.019,9.922
114518,0.192,-0.115,10.621
114573,0.622,-0.086,9.27
114637,0.077,0.249,9.596
114697,1.063,-0.067,8.14
114753,0.383,0.124,10.324
114818,0.278,0.22,9.251
114878,-0.01,0.306,10.592
114937,0.182,0.0,9.06
114997,-0.776,-0.096,11.061
115057,0.077,0.306,9.05
115112,-0.067,-0.115,10.554
115183,0.642,-0.431,10.113
115238,0.364,-0.345,8.878
115297,0.393,-0.441,9.251
115357,-0.441,-0.105,9.088
115418,0.077,-0.172,9.778
115478,-0.115,-0.23,8.83
115537,0.766,0.393,10.362
115593,0.766,-0.239,9.989
115597,0.0,-0.239,9.989
115658,0.239,0.067,9.596
115717,0.182,0.144,9.989
115773,0.182,0.383,10.41
115777,0.431,0.383,10.41
115837,-0.153,0.306,10.621
115893,0.019,0.029,10.372
115957,-0.096,0.038,10.764
116013,0.23,0.115,9.96
116077,0.488,0.555,10.994
116138,0.555,-0.163,8.945
116197,-0.144,-0.067,11.837
116258,0.239,0.239,9.797
116317,-0.326,0.345,11.655
116378,0.412,0.546,8.495
116437,0.479,0.613,9.079
116498,0.316,0.077,9.251
116558,0.259,0.019,9.309
116613,-0.268,0.201,10.534
116677,0.651,0.057,9.385
116738,-0.45,0.287,10.841
116804,0.613,-0.067,8.092
116873,-0.057,-0.067,10.257
116937,0.067,0.115,9.251
116997,0.22,0.048,10.458
117058,-0.939,0.268,9.682
117118,0.086,0.038,9.768
117178,0.469,-0.163,10.439
117237,-0.421,-0.421,10.975
117298,-0.144,-0.785,10.448
117363,-0.68,-0.431,8.859
117418,-0.153,-0.335,9.922
117477,0.0,-0.536,9.673
117537,-0.268,-0.737,9.51
117598,-0.373,-0.575,9.203
117657,-0.565,-0.709,8.954
117724,-0.67,-0.45,10.19
117777,-0.919,-0.249,9.443
117837,-0.469,-0.508,10.506
117897,-0.105,-0.776,9.912
117957,-0.479,-0.91,8.859
118018,-0.613,-0.335,9.969
118077,-0.546,-0.555,8.849
118133,-0.402,-0.718,8.581
118197,-0.144,-0.373,9.644
118258,-0.316,-1.053,9.261
118313,-0.249,-0.201,9.96
118378,-1.025,-0.383,9.088
118433,-0.565,-0.239,9.673
118498,-0.728,-0.632,9.146
118557,-0.603,-0.278,10.554
118618,-0.268,-1.006,10.64
118678,0.096,-0.172,9.452
118738,-0.048,-0.517,9.615
118808,-0.804,-0.642,9.701
118873,-0.45,-0.804,9.491
118937,-0.517,-0.192,9.95
118993,-0.192,-0.306,9.644
119057,-0.46,-0.096,10.659
119117,-0.077,-0.22,9.682
119178,-0.565,-0.46,9.606
119237,-0.843,-0.306,9.864
119297,-0.67,-0.211,10.199
119357,-0.278,-0.211,10.965
119413,-0.393,-0.613,9.29
119473,0.172,-0.881,8.61
119544,-0.278,-0.488,9.146
119617,-0.757,-0.69,11.406
119678,-0.737,0.0,11.31
119738,-1.312,-0.077,9.73
119811,-0.192,-0.919,12.201
119873,-0.182,-0.594,10.764
119938,-0.163,0.134,9.567
119993,-0.259,-0.536,11.645
120053,-0.259,-0.412,9.146
120058,-0.967,-0.412,9.146
120117,-1.628,-0.565,9.184
120177,-1.178,-0.546,9.912
120238,-0.105,-0.412,8.131
120293,-0.421,-0.019,11.636
120358,0.46,-0.833,8.581
120418,-1.101,-0.096,9.606
120477,-1.073,1.12,9.079
120537,1.322,-0.546,10.439
120598,-0.259,-0.479,12.651
120658,-0.661,-0.785,12.622
120717,0.565,-0.124,14.011
120778,-0.843,0.46,8.954
120837,-0.575,-0.364,6.761
120893,0.335,-0.594,7.537
120953,0.249,-0.584,10.477
121018,0.316,-0.393,9.079
121082,-1.896,-0.326,8.447
121137,-0.536,-0.048,11.741
121197,0.077,-0.096,11.186
121257,-1.35,-0.67,9.194
121318,-0.795,-0.661,12.182
121377,-1.006,-0.23,10.104
121433,-0.45,-0.852,6.809
121497,-0.737,-0.594,11.09
121557,-0.211,-1.312,7.412
121613,-1.743,-0.01,7.815
121677,-0.871,-0.508,10.017
121737,-0.431,-0.948,11.54
121797,0.287,0.153,11.09
121853,-0.594,-0.939,7.345
121913,-0.594,-0.019,8.274
121917,-1.542,-0.019,8.274
121977,0.22,-0.584,8.064
122037,1.063,-0.862,9.73
122098,-1.293,-0.469,9.567
122158,-0.306,-0.249,11.377
122217,1.417,-0.747,9.376
122278,1.686,-0.192,6.627
122333,-1.437,-0.163,8.533
122397,0.144,-0.843,7.374
122457,-0.201,-0.441,9.404
122517,0.211,-0.795,6.177
122573,-2.193,0.326,9.998
122637,1.341,-1.034,8.571
122693,-0.479,0.163,13.944
122758,-1.762,-0.067,6.847
122817,-1.082,-0.096,9.088
122873,-0.479,-0.46,7.7
122933,-0.833,-0.431,10.602
122993,-0.833,-0.469,11.272
122998,0.287,-0.469,11.272
123053,-0.967,-0.019,12.249
123117,1.015,0.326,10.257
123180,-0.862,-0.029,12.526
123238,-0.115,-0.431,12.804
123303,-0.939,-0.019,11.176
123357,-0.584,0.153,9.041
123413,-0.268,0.067,9.749
123477,0.077,0.163,10.218
123533,-0.067,0.0,9.232
123598,-0.441,-0.134,8.744
123658,-0.565,-0.067,9.05
123717,-0.239,-0.383,10.142
123790,-0.881,-0.057,9.692
123848,-0.239,-0.048,9.941
123908,-0.211,-0.124,9.28
123968,-0.23,-0.105,10.918
124027,0.057,-0.153,9.922
124087,-0.354,0.201,10.257
124147,-0.9,0.259,9.989
124207,-0.776,0.239,9.855
124267,0.077,-0.086,10.458
124328,-0.019,-0.326,10.333
124387,-0.316,-0.029,11.617
124447,-0.249,0.029,10.889
124508,-0.086,0.354,10.918
124568,0.019,0.029,11.042
124627,0.326,0.163,10.228
124688,-0.115,0.603,8.973
124749,-0.201,0.383,9.328
124808,-0.182,0.412,9.357
124867,0.134,0.622,10.295
124928,0.249,1.331,9.835
124987,-0.527,0.306,9.29
125047,-0.364,1.082,10.611
125108,-0.421,0.622,10.965
125167,0.0,0.594,9.443
125227,-0.048,0.69,10.247
125287,-0.182,0.967,8.744
125347,-0.029,0.488,9.615
125408,-0.067,1.12,10.036
125467,0.172,1.207,9.232
125528,-0.622,1.034,10.285
125587,-0.728,1.226,10.161
125648,-0.077,0.804,10.017
125708,-0.441,1.063,9.357
125767,0.124,0.833,8.839
125827,0.019,1.12,10.582
125887,-0.192,0.891,9.462
125947,-0.383,0.948,10.218
126008,0.057,1.12,9.74
126068,0.096,1.025,8.734
126127,-0.306,1.322,10.036
126188,-0.469,1.025,9.816
126247,-0.441,1.829,10.19
126307,-0.23,1.264,9.529
126367,-0.536,1.283,10.42
126427,-0.335,1.302,9.548
126487,-0.393,1.197,10.496
126548,-0.048,1.36,11.339
126608,0.038,1.829,11.08
126668,0.038,1.743,9.558
126729,0.077,1.82,9.27
126801,-0.804,2.04,10.716
126868,-0.833,2.059,10.151
126928,-0.421,2.212,10.803
126987,0.22,1.647,10.027
127047,-0.067,1.963,10.008
127107,-0.306,1.896,9.222
127167,-1.092,1.906,9.404
127227,-0.124,2.164,9.96
127288,-0.546,2.385,9.615
127347,-0.929,2.174,10.621
127407,-0.153,2.136,10.898
127468,-0.239,1.925,10.956
127527,-0.575,2.078,9.749
127588,-0.508,1.686,9.27
127647,-0.163,1.992,9.864
127707,-0.364,1.772,8.926
127767,-0.316,1.504,9.749
127827,-0.22,1.504,11.109
127888,-0.795,1.398,10.602
127948,0.508,1.034,11.08
128007,-0.201,1.12,9.021
128068,0.268,1.446,9.673
128127,-0.182,1.542,9.395
128187,-0.287,1.58,8.207
128248,-0.278,1.513,9.749
128308,-0.441,1.504,9.682
128368,-0.45,1.638,8.629
128428,-0.249,1.571,9.041
128487,-0.268,1.571,9.27
128547,-0.278,1.379,9.548
128607,-0.498,1.695,9.376
128667,-0.785,1.8,9.519
128727,-0.134,1.494,9.203
128787,-0.249,1.848,9.73
128847,-0.508,2.011,10.247
128907,-0.153,1.379,10.257
128968,-0.163,1.992,10.065
129028,0.019,1.437,9.749
129088,-0.393,1.494,10.036
129148,-0.316,1.561,9.606
129208,-0.115,1.571,9.759
129267,-0.297,1.925,10.592
129327,0.086,1.762,12.871
129388,-0.057,1.848,11.827
129447,-0.163,1.686,10.554
129507,0.01,2.078,11.435
129567,0.086,1.772,10.448
129627,0.019,1.906,10.927
129688,-0.23,1.762,10.142
129748,-0.651,1.973,9.615
129817,-0.345,1.791,9.424
129887,0.019,1.781,10.18
129948,-0.144,1.647,9.711
130008,0.172,1.915,9.404
130067,0.077,1.666,10.898
130127,-0.335,1.618,9.855
130188,-0.105,1.082,10.151
130247,-0.038,0.728,10.697
130307,-0.555,1.025,10.276
130367,-0.373,0.661,10.142
130427,-0.335,0.9,10.036
130487,-0.115,0.919,9.931
130547,0.268,0.546,10.266
130607,0.517,0.594,9.357
130667,-0.201,0.622,9.021
130727,0.163,0.45,8.897
130788,0.469,0.124,9.596
130848,0.555,0.747,9.682
130907,-0.211,0.584,10.851
130967,0.259,0.498,10.238
131028,0.383,0.278,11.052
131087,-0.297,0.575,10.218
131149,-0.239,0.373,9.816
131207,-0.393,0.259,10.946
131267,0.019,0.249,9.682
131327,-0.144,0.134,9.941
131388,-0.364,0.326,10.104
131448,0.067,0.057,9.041
131508,-0.077,0.441,10.602
131567,-0.268,0.364,10.209
131628,0.364,0.67,10.678
131687,-0.115,-0.211,11.205
131747,-0.402,-0.249,8.657
131808,0.029,0.029,10.563
131867,-0.029,-0.278,9.424
131927,-0.192,-0.086,9.462
131987,0.249,-0.144,9.366
132047,-0.029,-0.144,9.615
132108,0.172,-0.488,11.674
132168,-0.22,-0.306,8.523
132228,0.163,0.211,8.811
132288,0.038,-0.067,10.065
132347,-0.488,-0.46,11.09
132407,0.153,0.077,9.481
132468,-0.029,-0.105,11.885
132527,-0.268,-0.086,11.751
132587,-1.006,-0.68,10.027
132647,-0.555,-0.46,8.792
132707,0.527,-0.278,9.251
132767,0.45,-0.029,9.328
132827,0.268,-0.862,8.859
132887,0.144,-0.661,10.621
132947,0.01,-0.613,8.906
133007,0.249,-0.527,9.041
133068,-0.144,-0.268,9.653
133128,-0.259,-0.268,11.042
133188,-0.153,-0.441,10.716
133247,-0.019,-0.814,9.711
133307,-0.747,-0.785,10.42
133367,-0.211,-0.575,9.615
133427,-0.565,-1.188,9.165
133487,-0.259,-0.737,8.437
133548,-0.201,-1.389,9.443
133608,-0.153,-0.699,10.889
133668,-0.22,-0.642,9.443
133728,-0.632,-1.829,9.979
133787,-0.795,-1.188,10.151
133847,-0.958,-1.437,10.046
133907,-0.536,-0.622,10.065
133967,-0.249,-1.695,10.41
134027,-0.939,-1.906,10.803
134087,-0.115,-1.58,9.567
134148,0.249,-1.666,8.159
134208,0.517,-0.9,9.931
134268,-0.105,-1.81,8.945
134328,-0.115,-1.896,9.653
134388,-0.316,-2.231,10.439
134447,-0.316,-2.04,10.496
134507,-0.747,-1.733,10.956
134568,-0.584,-1.81,11.128
134628,0.019,-1.935,10.238
134688,0.048,-2.174,10.391
134748,0.048,-2.298,10.937
134813,0.086,-2.002,8.811
134867,0.144,-2.145,10.056
134927,0.019,-1.532,9.759
134987,0.105,-2.03,10.324
135048,-0.124,-2.308,9.414
135113,-0.038,-2.854,9.491
135167,0.182,-1.8,10.228
135227,-0.096,-2.682,8.38
135288,0.584,-2.442,10.314
135348,-0.412,-1.532,10.851
135407,0.747,-2.567,8.964
135467,-0.038,-1.963,9.931
135527,0.057,-2.433,9.213
135588,-0.134,-2.902,10.611
135653,-0.354,-2.643,9.998
135708,0.527,-2.155,9.213
135767,0.402,-2.94,10.104
135827,0.0,-3.026,10.726
135888,0.431,-2.758,9.596
135947,-0.268,-2.998,10.956
136007,0.603,-2.863,8.466
136068,-0.172,-2.739,10.659
136128,0.508,-3.112,8.294
136192,-0.029,-2.528,9.883
136248,0.326,-2.701,8.629
136308,0.057,-2.193,11.186
136367,0.01,-2.586,9.768
136427,0.517,-2.538,8.59
136487,-0.172,-2.768,9.826
136547,0.335,-2.078,8.543
136608,0.124,-2.701,10.458
136668,-0.201,-2.069,8.495
136728,0.383,-2.337,11.013
136787,-0.067,-1.8,9.414
136847,0.335,-2.174,10.362
136907,-0.201,-2.241,10.305
136968,-0.306,-1.848,9.443
137028,0.268,-1.398,10.755
137087,-0.326,-2.04,10.228
137147,0.354,-2.049,9.414
137207,0.469,-1.302,10.506
137267,-0.086,-0.967,10.755
137328,-0.565,-1.695,9.299
137387,0.153,-0.996,12.287
137448,-0.441,-0.718,9.232
137508,0.536,-0.498,9.759
137568,0.402,-1.13,8.954
137627,-0.297,-1.178,11.205
137687,0.163,-0.737,8.495
137747,0.048,-0.68,11.109
137808,-0.163,-1.044,9.749
137867,0.115,-0.843,8.983
137928,0.144,-1.312,9.127
137987,-0.508,-0.287,10.199
138048,0.479,-1.188,8.466
138109,0.488,-0.757,10.247
138168,-0.469,-0.91,10.075
138227,-0.192,-0.68,8.705
138287,0.115,-0.747,9.146
138348,-0.354,-0.555,10.41
138407,0.441,-0.508,9.337
138467,0.115,-0.766,11.416
138528,-0.067,-0.814,9.251
138587,0.441,-0.412,9.816
138647,-0.297,-0.642,10.266
138707,-0.249,-0.364,9.864
138767,0.019,-1.044,8.351
138827,0.211,-0.565,8.724
138887,-0.508,-0.565,10.429
138948,0.354,-0.479,8.083
139008,0.23,-0.402,9.29
139068,-0.153,-0.939,10.285
139128,0.144,-0.929,7.843
139187,-0.239,-0.565,10.994
139247,0.354,-0.488,10.151
139308,0.134,-0.479,10.525
139368,0.68,-0.929,8.514
139427,-0.354,-0.326,8.906
139487,-0.239,-0.335,10.391
139548,-0.048,-0.335,9.117
139608,-0.527,-0.584,11.224
139668,-0.057,0.019,10.266
139728,-0.019,-0.201,10.171
139794,-0.105,-0.565,11.224
139847,0.163,-0.785,10.994
139907,-0.172,0.096,9.826
139967,0.22,-0.45,10.027
140028,-0.45,-0.766,10.515
140088,0.019,-0.757,9.625
140147,0.077,-0.23,9.414
140207,-0.23,-0.613,12.21
140267,-0.402,-0.948,9.194
140328,0.268,-0.316,8.734
140388,-0.192,-0.306,8.667
140447,0.0,-0.393,8.667
140508,-0.421,-0.077,9.548
140567,-0.795,-0.536,9.232
140628,-0.192,-0.699,9.385
140687,-0.67,-0.431,10.104
140747,-0.249,-0.46,9.165
140810,0.603,-0.393,8.361
140868,0.163,-0.316,9.232
140928,-0.124,-0.048,9.404
140988,-0.68,-0.182,10.324
141047,-0.441,-0.316,8.792
141107,0.335,-0.354,9.041
141168,-0.67,0.029,10.467
141228,-0.22,-0.153,9.96
141287,0.096,-0.68,9.491
141348,-0.316,-0.546,12.009
141407,-0.402,-0.833,10.104
141468,0.594,-0.364,8.897
141527,0.086,-0.124,9.902
141587,0.335,-0.622,9.969
141647,-0.124,-0.517,11.789
141707,0.029,-0.297,9.606
141767,0.096,-0.316,8.724
141828,0.019,-0.239,9.021
141888,-0.555,-0.259,8.705
141948,-0.134,-0.642,8.408
142008,-0.373,-0.373,9.96
142067,-0.46,-0.603,8.686
142128,-0.259,-0.575,9.749
142188,-0.287,-0.469,9.433
142247,-0.508,-0.795,10.209
142307,-0.67,0.22,10.879
142368,0.508,-0.182,9.529
142427,-0.287,-0.862,11.09
142488,0.584,-0.096,10.755
142548,0.134,-0.383,9.28
142608,-0.316,-0.297,9.826
142668,-0.278,-0.278,10.4
142727,-0.603,-0.335,10.362
142787,0.22,-0.23,9.816
142847,0.105,-0.814,10.783
142907,0.249,-0.766,9.644
142967,0.335,-0.45,9.653
143028,-0.23,0.144,10.314
143088,0.412,-1.053,10.803
143148,-0.067,-0.871,10.803
143207,-0.699,-0.345,9.443
143268,-0.536,-0.431,8.169
143327,-0.163,-0.144,8.897
143387,-0.249,-0.508,10.324
143447,-0.077,-0.192,10.036
143507,0.316,-0.412,8.437
143567,-0.086,0.249,9.443
143627,-0.278,-0.287,8.849
143687,-0.096,-0.412,8.734
143747,-0.182,-0.211,10.161
143807,-0.057,-0.364,10.822
143868,-0.498,0.029,10.305
143928,-0.249,-0.144,9.462
143987,-0.22,-0.086,11.061
144047,0.153,-0.402,9.433
144108,0.239,-0.728,10.506
144168,-0.68,-0.239,9.902
144227,0.163,-0.402,10.333
144293,-0.421,-0.603,10.774
144348,-0.124,-0.9,9.117
144408,-0.412,-0.431,9.73
144467,0.555,-0.354,8.466
144532,-0.249,-0.546,10.046
144588,0.115,-0.249,9.088
144647,0.517,-0.498,9.06
144707,-0.46,-0.077,10.63
144767,-0.077,-0.278,9.73
144828,-0.824,0.124,9.902
144888,-0.057,-0.172,9.673
144947,-0.498,-0.575,11.444
145008,0.335,-0.575,9.567
145067,-0.364,-0.211,10.534
145127,-0.718,-0.412,10.487
145187,0.393,-0.67,10.4
145248,-0.153,-0.996,11.205
145308,0.373,-0.115,8.226
145367,-0.402,-0.613,11.291
145427,-0.153,-0.508,9.989
145488,0.153,-0.105,8.859
145548,0.393,0.22,7.93
145608,-0.268,-0.316,10.851
145667,-0.067,-0.278,9.606
145727,-0.086,-0.326,11.042
145788,-0.287,-0.268,10.946
145848,-0.345,-0.565,8.839
145907,-0.105,-0.335,9.816
145967,-0.709,-0.699,11.349
146028,-0.23,-0.651,8.38
146087,-0.335,-0.105,9.261
146148,-0.057,-0.613,9.471
146207,-0.383,-0.345,10.985
146268,-0.029,-0.354,9.625
146327,-0.019,-0.22,9.586
146387,-0.105,-0.402,11.167
146448,-0.268,-0.134,10.372
146507,-0.766,-0.182,10.257
146568,-0.776,-0.134,9.979
146628,-0.364,-0.45,11.339
146687,0.316,0.814,7.671
146749,-0.067,-0.776,11.119
146807,-0.651,-0.555,12.498
146868,-0.747,0.096,10.113
146927,-1.13,-1.14,10.104
146987,-0.871,-0.086,10.046
147048,-0.373,-0.306,9.443
147108,-0.268,-0.201,7.939
147168,-0.795,-0.766,7.767
147228,-0.661,0.029,7.987
147287,-0.259,-0.029,8.906
147347,-0.68,-0.144,8.792
147407,-0.929,0.182,9.787
147467,-0.785,-0.134,8.054
147527,-0.661,-0.259,12.028
147588,-1.063,-0.498,9.519
147647,-0.172,-0.038,11.693
147708,-0.364,-0.709,10.736
147768,-0.412,-0.172,9.29
147828,-0.335,-0.067,8.112
147887,-0.939,-0.163,8.61
147948,-0.354,-0.124,10.305
148007,-0.469,-0.421,7.681
148067,-0.68,-0.105,9.835
148127,-0.565,-0.326,9.912
148187,-0.709,-0.508,9.816
148247,-0.594,-0.661,8.973
148308,-0.335,0.0,9.893
148368,-0.747,-0.67,10.247
148428,-0.421,-0.105,9.328
148488,-0.575,-0.249,10.295
148547,-0.431,0.038,10.123
148608,-0.804,-0.153,9.845
148667,-0.345,-0.737,10.362
148726,-0.067,-0.68,9.5
148827,-0.45,-0.105,9.577
148888,-0.843,0.038,9.366
148948,-0.268,-0.709,10.4
149008,-0.517,-0.383,10.18
149067,-0.019,-0.555,10.64
149128,-0.268,-0.144,9.922
149187,-0.278,-0.536,8.973
149248,-0.249,-0.651,9.069
149308,-0.584,-0.124,7.997
149368,-0.555,-0.038,8.82
149428,-1.12,-0.239,9.318
149488,-0.69,0.22,10.161
149547,-0.891,0.096,9.969
149608,-0.67,-0.565,9.385
149667,-0.488,-0.469,9.309
149728,-0.402,-0.345,10.391
149803,-0.383,-0.364,9.979
149867,0.057,-0.508,10.19
149928,-0.316,0.297,9.481
149988,-0.747,-0.249,9.787
150047,-0.891,-0.326,9.222
150108,-0.373,-0.536,9.807
150168,-0.421,-0.124,9.74
150227,-0.441,-0.172,9.155
150288,-0.9,-0.45,9.414
150347,-0.201,-0.259,9.404
150407,-0.594,-0.163,9.749
150468,-0.057,-0.211,10.027
